tconst,originalTitle,titleType,startYear,genres,runtimeMinutes,akas_title,region,averageRating,numVotes,overview,poster_path,production_countries
tt0170811,Winnie the Pooh and a Day for Eeyore,short,1983,"['Animation', 'Comedy', 'Family']",25,Winnie l'ourson et une sacrée journée pour Bourriquet,FR,7.3,2220,"Winnie the Pooh and friends decide to throw a birthday celebration for gloomy, old Eeyore.",/nk36QnDNw9h60hk4djHXq88E9Yx.jpg,['US']
tt1247184,El empleo,short,2008,"['Animation', 'Comedy', 'Drama']",7,L'Emploi,FR,8.0,4098,"A man prepares and goes to work in a bizarre world, where the meaning of human workforce is taken to another level.",/f6koGitPw8EsU0mo89e7hhxJy0p.jpg,['AR']
tt1323941,Oktapodi,short,2007,"['Animation', 'Comedy', 'Family']",3,Oktapodi,FR,7.2,3595,Two Octopi fight for their lives with a stubborn restaurant cook in a comical escape through the streets of a small Greek village.,/7ijzHC7CvCv12ppvMOAKaUZEY8G.jpg,['FR']
tt0371596,The Cat with Hands,short,2001,"['Animation', 'Fantasy', 'Horror']",4,Le chat qui avait des mains,FR,7.3,2136,"The story of a cat who, legend has it, longs to become human.",/hEVY60G2rmeXm3n2SqEpKtvbVJ0.jpg,['GB']
tt0087521,Jumping,short,1984,"['Animation', 'Comedy', 'Family']",7,Le saut,FR,7.4,1360,"A boy walks down the street and as he goes along his strides increase. Eventually he leaps over towns, forests, and oceans, seeing many things and surprising many people along the way.",/qKXTyG6JNfmWsgurIl2PyQ4a2SO.jpg,['JP']
tt0081040,A légy,short,1980,"['Animation', 'Comedy', 'Drama']",3,La mouche,FR,7.5,2055,"A fine day in the life of a fly presented completely from the fly's point of view. A fine day until something dreary happens, that is.",/v6JKhmA8Jbf6ka4UUzNUlb5jVsZ.jpg,['HU']
tt0080755,Foutaises,short,1989,"['Comedy', 'Short']",8,"Foutaises, catalogue nostalgique des plaisirs de la vie",FR,7.6,2367,"Dominique Pinon takes the viewer through various examples of what he ""likes and dislikes.""",/qn1yUFB93EZUyqn17n7zSclMhQF.jpg,['FR']
tt0076741,La Soufrière - Warten auf eine unausweichliche Katastrophe,short,1977,"['Biography', 'Documentary', 'Short']",31,La Soufrière,FR,7.5,2383,"Werner Herzog takes a film crew to the island of Guadeloupe when he hears that the volcano on the island is going to erupt. Everyone has left, except for one old man who refuses to leave.",/yNoPeBRIE4zEgVBpgPLx2n1gNgS.jpg,"['DE', ' GP']"
tt0291887,En malas compañías,short,2000,"['Comedy', 'Drama', 'Romance']",18,Mauvaises fréquentations,FR,7.3,983,"Guillermo seems like your average high school student, but in fact he's a suave expert at cruising his local shopping malls for gay sex. From a random trick, to his English tutor, to the hottest guy he's ever seen, Guillermo is completely honest and reveals everything.",/mrEmzKKniXlwCecj7xikHM780qZ.jpg,['ES']
tt0093488,L'homme qui plantait des arbres,short,1987,"['Animation', 'Drama', 'Family']",30,L'Homme qui plantait des arbres,FR,8.5,6211,The story of one shepherd's single-handed quest to re-forest a desolate valley in the foothills of the French Alps throughout the first half of the 20th century.,/un0NjREDaLEWWOTr7tE52MjQY6O.jpg,['CA']
tt1680059,Born to Be Wild,short,2011,"['Adventure', 'Documentary', 'Short']",40,Born to Be Wild 3D,FR,7.5,3166,"Born to Be Wild observes various orphaned jungle animals and their day-to-day behavioural interactions with the individuals who rescue them and raise them to adulthood. The film unfurls in two separate geographic spheres. Half of it takes place in the rain forests of Borneo, where celebrated primatologist Dr. Birute Galdikas assists baby orangutans; the other half takes place on the arid savannahs of Kenya, where zoologist Dame Daphne Sheldrick works with baby elephant calves.",/78qdFtASdnBSOiqSvazDgxGcQHk.jpg,['US']
tt0099317,Creature Comforts,short,1989,"['Animation', 'Comedy', 'Family']",5,L'avis des animaux,FR,7.7,6996,A humorous and thought-provoking view of what animals in zoos might be thinking about their captivity and surroundings.,/tUoIEIHgFpN0vQHVan7DJifGjZa.jpg,['GB']
tt1235926,Skhizein,short,2008,"['Animation', 'Drama', 'Fantasy']",13,Skhizein,FR,8.0,4391,"Having been struck by a 150-ton meteorite, Henry has to adapt to living precisely ninety-one centimeters from himself.",/ezfEdLXLwgE866amu4WdJKyJptY.jpg,['FR']
tt0092020,Street of Crocodiles,short,1986,"['Animation', 'Short']",20,La rue des crocodiles,FR,7.6,3154,"A puppet, newly released from his strings, explores the sinister room in which he finds himself.",/vt4txw8qVB6IMqNgncJ2jBF4G1j.jpg,['GB']
tt0095968,Rehearsals for Extinct Anatomies,short,1988,"['Animation', 'Short']",14,Répétitions pour des anatomies défuntes,FR,7.1,781,"Stop-motion animated short film in which, among other things, a man made of wire looks malevolent.",/uEsysj0YtoCi626MYJVngLRo2d.jpg,['GB']
tt0099290,The Comb,short,1991,"['Animation', 'Short']",18,Le peigne,FR,7.2,1048,A porcelain doll’s explorations of a dreamer’s imagination.,/pXd3Q5L6BOxHFtNr6ldWGxOJdD0.jpg,['GB']
tt0104285,Jídlo,short,1992,"['Animation', 'Comedy', 'Fantasy']",17,Nourriture,FR,8.0,3693,"BREAKFAST: After eating breakfast, a man is transformed into an elaborate dumb-waiter-style breakfast dispenser - and the same fate befalls the man who obtains breakfast from him. LUNCH: After failing to catch the waiter's eye, two would-be diners end up eating everything within reach. DINNER: Portraits of various meals made up of human organs.",/e4KGIZeBjbJq9cH7uWlzSAqhjZZ.jpg,"['XC', ' GB']"
tt2340678,Partysaurus Rex,short,2012,"['Adventure', 'Animation', 'Comedy']",7,"Rex, le roi de la fête",FR,7.4,8821,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",/iukkUikRxktNzaK89PyQ1ioPVdm.jpg,['US']
tt1635656,Pixels,short,2010,"['Action', 'Animation', 'Fantasy']",2,Pixels,FR,7.5,2106,New York City is invaded by 8-bit creatures.,/aziMBjIgEGwhndaqg4kXceI4eXs.jpg,['FR']
tt2388725,Paperman,short,2012,"['Animation', 'Comedy', 'Family']",7,Les avions de papier,FR,8.2,35978,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,/6MXYNvGmI63W8fI3HKlcZzEy1U5.jpg,['US']
tt0209942,Black Panthers,short,1968,"['Documentary', 'Short']",28,Black Panthers,FR,7.4,2831,"A film shot during the summer of 1968 in Oakland, California around the meetings organised by the Black Panthers Party to free Huey Newton, one of their leaders, and to turn his trial into a political debate. They tried and succeeded in catching America’s attention.",/hNoHZiCkKY140O4LhNkujNqVvuW.jpg,['FR']
tt0057450,Renaissance,short,1963,"['Animation', 'Short']",10,Renaissance,FR,7.0,630,"To the sound of trumpets, a collection of pulverised antique bric-a-brac begins to reassemble itself, revealing a stuffed owl, a cornet, a hamper, books, a doll, a plate – and a bomb...",/rWry8cxDjZLcqQDRkgOXUIdoqu.jpg,['FR']
tt0297703,Adazhio,short,2000,"['Animation', 'Drama', 'Musical']",10,Adagio,FR,7.7,659,"""Adagio"" which is a philosophical parable exploring the conflict between a hero and the crowd is loosely based on a romantic short story written by the famous Russian writer Maxim Gorky about a young man named Danko and his burning heart.",/bKHBbSp3CLxTAujfJFMs0c6340y.jpg,"['RU', ' FR']"
tt0058472,The Pink Phink,short,1964,"['Animation', 'Comedy', 'Family']",7,La Vie en rose,FR,7.6,1602,A house painter can't understand why everything he paints blue turns pink.,/kL0y9I2pYc0RFJCSHnFOEX9YLJ7.jpg,['US']
tt2385006,Jerusalem,short,2013,"['Documentary', 'Short']",44,Jérusalem,FR,7.3,1311,"JERUSALEM takes audiences on an inspiring and eye-opening tour of one of the worlds oldest and most enigmatic cities. Destroyed and rebuilt countless times over 5000 years, Jerusalem's enduring appeal remains a mystery. What made it so important to so many different cultures? How did it become the center of the world for three major religions?  Why does it still matter to us?",/dZv7dcZySCDRxvG5StEuGP9j3Lx.jpg,['US']
tt2980764,Get a Horse!,short,2013,"['Animation', 'Comedy', 'Family']",6,À cheval!,FR,7.5,5701,"Mickey, Minnie, Horace Horsecollar, and Clarabelle Cow go on a musical wagon ride until Peg-Leg Pete tries to run them off the road.",/axVSbOZxa6Xp0ticSJA6faVeyDY.jpg,['US']
tt0054674,Beep Prepared,short,1961,"['Animation', 'Comedy', 'Family']",6,Bip-Bip toujours prêt,FR,7.2,778,"Wile E. Coyote tries and fails to catch the Road Runner using his foot extended to trip, an arrow, a hole in the road.",/mgzLUCMjTcjGLfcBp2nT0r4eNNG.jpg,['US']
tt0105051,Omnibus,short,1992,"['Comedy', 'Short']",8,Omnibus,FR,7.2,625,A commuter suddenly realizes he's mistakenly boarded the express train and desperately tries to get off between stations.,/6GPpxSFfQQ3gbAuPUISKC8t2vyL.jpg,['FR']
tt0495241,Saw,short,2003,"['Horror', 'Short', 'Thriller']",9,Saw,FR,7.4,12875,"David, an orderly at a hospital, tells his horrific story of being kidnapped and forced to play a vile game of survival.",/uvjBl6LHmb5JpAbmSZzeWA1c7Sv.jpg,['AU']
tt0111339,Szél,short,1996,"['Drama', 'Short']",6,Le vent,FR,7.7,1217,"During a film course lead by Yvette Biro at the Hungarian Academy of Drama and film in 1995, the director students were shown a black-and-white photo taken by Lucien Herve in 1952, and they were given the task of writing a short film based on it. Three women are standing at the outskirts of a village, looking out of the picture in the same direction. This six-minute one-shot film shows what the Herve photo does not.",/dQiVFNlgOmXQDHA4vK1316Vkhnh.jpg,['HU']
tt2664910,Nyuszi és Öz,short,2012,"['Adventure', 'Animation', 'Family']",17,Le lapin et le cerf,FR,8.3,1233,"Rabbit and Deer are living happily and careless until their friendship is put to the test by Deer's new obsession to find the formula for the 3rd dimension. After an unexpected accident Deer finds himself in a new world, unknown to him. Separated by dimensions the two characters have to find the way back to each other.",/iA6kyvOlOsNq1BpQcxETVBu7KDQ.jpg,['HU']
tt2924484,The Lady in Number 6: Music Saved My Life,short,2013,"['Biography', 'Documentary', 'Drama']",39,La Dame du 6,FR,8.0,1017,"The story of Alice Herz-Sommer, a German-speaking Jewish pianist from Prague who was, at her death, the world's oldest Holocaust survivor. She discusses the importance of music, laughter, and how to have an optimistic outlook on life.",/gJUSrcY0JS5dAGL7WPMdY3FBWFv.jpg,"['CA', ' GB', ' US']"
tt0262234,Wszystko moze sie przytrafic,short,1995,"['Documentary', 'Short']",39,Wszystko moze sie przytrafic,FR,7.7,513,"A story of life and death, featuring Lozinski's six-year-old son Tomaszek and elderly people spending time on the benches of a Warsaw park. Riding his scooter, Tomaszek asks the elderly very adult, though basic, questions, which they are happy to answer. The boy's ideas of future and life are confronted with those of men at the end of their lives.",/4GQVr0LMBEvzsjNBPybyxmMoRCy.jpg,['PL']
tt0441462,Larutanatural,short,2004,"['Drama', 'Short']",11,La Ruta Natural,FR,7.7,748,Soon a man will find out that his destiny is already written and that he can't do anything to change it.,/dgnq1t83xq4dku4lsMT2axYmAMA.jpg,['ES']
tt1074974,Kak lvyonok i cherepakha peli pesnyu,short,1974,"['Animation', 'Short']",9,Le lionceau et la tortue,FR,7.3,1484,The Tortoise composed a song and the Lion cub learnt it by heart and they sang it together.,/64JDMrJha30L6n1zMUuc7QErhJj.jpg,['SU']
tt3965660,My ne mozhem zhit bez kosmosa,short,2014,"['Animation', 'Drama', 'Short']",16,La tête dans le cosmos,FR,7.6,2110,"Two cosmonauts, two friends, try to do their best in their everyday training life to make their common dream a reality. But this story is not only about the dream.",/aCjwEDNxYyGnxI8mya7Nstw7bZM.jpg,['RU']
tt0218493,Ostrov,short,1973,"['Animation', 'Short']",10,L'île,FR,7.5,535,"A castaway is interrogated by Interpol, conquered by an imperialist ship, loses his lone palm tree to greedy loggers, is consoled by a missionary who promptly abandons him, is thoroughly examined by scientists, and harassed by journalists.",/omtVsvtxU2U37RTAmLoTfcbHKCO.jpg,['SU']
tt0923956,Lampa cu caciula,short,2006,"['Drama', 'Short']",25,La lampe au chapeau,FR,7.5,909,A father and son go to town to try to fix a broken TV set.,/hSHycM6B2SME4JHOS3XwnWONw7T.jpg,['RO']
tt3739614,Tiny Giants 3D,short,2014,"['Adventure', 'Documentary', 'Family']",44,Mini Héros,FR,7.7,835,A short about what happens under and around us. A chipmunk and a small mouse go on an adventure; they grow and learn about life and its obstacles.,/l2gfipwIcEsTsilL6G4cVTj4NhO.jpg,['GB']
tt1180329,Antoine et Colette,short,1962,"['Comedy', 'Drama', 'Romance']",32,Antoine et Colette,FR,7.5,6649,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).",/nfP8J7pv75KOAliIM3RG7h6Zos5.jpg,['FR']
tt0104361,A Grand Day Out,short,1989,"['Adventure', 'Animation', 'Comedy']",23,Wallace et Gromit : Une grande excursion,FR,7.7,38396,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",/og1s6iwv73WMShgNzg0WTtmrKXy.jpg,['GB']
tt0112691,Wallace and Gromit in: A Close Shave,short,1995,"['Animation', 'Comedy', 'Crime']",30,Wallace et Gromit : Rasé de près,FR,8.1,45017,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,['GB']
tt0169173,C'était un rendez-vous,short,1976,"['Action', 'Short']",9,C'était un rendezvous,FR,7.9,3873,A high-speed drive through the streets of Paris.,/xRa1Vs1z2FXmewlLWIM3ZMQilHl.jpg,['FR']
tt0112691,Wallace and Gromit in: A Close Shave,short,1995,"['Animation', 'Comedy', 'Crime']",30,Wallace et Gromit - Rasé de près,FR,8.1,45017,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,['GB']
tt0169173,C'était un rendez-vous,short,1976,"['Action', 'Short']",9,C'était un rendez-vous,FR,7.9,3873,A high-speed drive through the streets of Paris.,/xRa1Vs1z2FXmewlLWIM3ZMQilHl.jpg,['FR']
tt0289477,Staplerfahrer Klaus - Der erste Arbeitstag,short,2000,"['Comedy', 'Horror', 'Short']",10,Les aventures de Klaus aux commandes du chariot élévateur,FR,7.9,5033,Short film depicting a fictional educational film about fork lift truck operational safety. The dangers of unsafe operation are presented in gory details.,/m2UqwOggUbQIuPeCOiRlYBUDDw0.jpg,['DE']
tt0397693,True,short,2004,"['Drama', 'Romance', 'Short']",10,True,FR,7.8,2935,"While he's receiving an enigmatic phone call from his girlfriend Francine, Thomas remembers the milestones of their relationship, from the very moment they met in a really strange way. A segment of “Paris, je t'aime” (2006).",/pFw28bNtsM5SnD8ROYNETIhOJQd.jpg,"['DE', ' FR']"
tt1245104,Presto,short,2008,"['Animation', 'Comedy', 'Family']",5,Presto,FR,8.3,26125,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",/asmKQG2qhpVM1KD6x5kODAZPmZl.jpg,['US']
tt0945571,Lifted,short,2006,"['Animation', 'Comedy', 'Family']",5,Extra-terrien,FR,7.7,21230,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",/iwI3R8ZR3MQ5dnTx9tHSiS81i4W.jpg,['US']
tt0109049,Africa: The Serengeti,short,1994,"['Documentary', 'Short']",39,Afrique: Le Serengeti,FR,7.3,715,"Africa the Serengeti takes you on an extraordinary journey to view a spectacle few humans have ever witnessed: The Great Migration. Journey with more than two million wildebeests, zebras and antelopes as in their annual 500 mile trek across the Serengeti plains.",/3q9clV4RuFW5N6oZSkqWEGbcjnD.jpg,['US']
tt0248808,For the Birds,short,2000,"['Animation', 'Comedy', 'Family']",3,Drôles d'oiseaux sur une ligne à haute tension,FR,8.0,34683,"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.",/lZFbUkgqTL3WLVJ5bOZ3zfSIM7F.jpg,['US']
tt1118511,A Matter of Loaf and Death,short,2008,"['Animation', 'Comedy', 'Crime']",29,Wallace et Gromit: Un sacré pétrin,FR,7.6,19543,"Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",/aCRoffkRpWRlArR7dAkxabaimLr.jpg,['GB']
tt1118511,A Matter of Loaf and Death,short,2008,"['Animation', 'Comedy', 'Crime']",29,Wallace & Gromit: Un sacré pétrin!,FR,7.6,19543,"Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",/aCRoffkRpWRlArR7dAkxabaimLr.jpg,['GB']
tt0085936,Mickey's Christmas Carol,short,1983,"['Animation', 'Comedy', 'Family']",26,Le Noël de Mickey,FR,8.0,16367,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",/9YiAyAPidplNerey3ngCz9u7TJM.jpg,['US']
tt0062770,Byt,short,1968,"['Animation', 'Comedy', 'Fantasy']",13,L'appartement,FR,7.6,1894,"A nondescript man is trapped in a sinister flat, where nothing seems to obey the laws of nature.",/lKGEzUH9UgWlGJaWQDRylfbijB6.jpg,['XC']
tt0095683,Muzné hry,short,1988,"['Animation', 'Comedy', 'Horror']",14,Le jeu viril,FR,7.4,1425,"A man sits down to watch a football match, which seems to consist of the players being violently mutilated in various inventive ways. The players then leave the football pitch and invade the spectator's flat...",/dSHKolE6YSToQqyAeUD4G1fz4Jo.jpg,['XC']
tt1361566,Tsumiki no ie,short,2008,"['Animation', 'Drama', 'Family']",12,La maison en petits cubes,FR,8.2,11849,La Maison en Petits Cubes tells the story of a grandfather's memories as he adds more blocks to his house to stem the flooding waters.,/kNGiHnbAToF1iIkN2kOTCEEXtAc.jpg,['JP']
tt0436595,Roving Mars,short,2005,"['Documentary', 'Short']",40,Objectif Mars,FR,7.2,1140,Join the Mars rovers Spirit and Opportunity for an awe-inspiring journey to the surface of the mysterious red planet.,/l2SX7melm80fHU0KNYRSwW5KmPg.jpg,['US']
tt14625872,An Irish Goodbye,short,2022,"['Comedy', 'Drama', 'Short']",23,Un Aurevoir à l'Irlandaise,FR,7.2,3687,"In rural Northern Ireland, following the untimely death of their mother, a young man with Down syndrome and his estranged brother discover her unfulfilled bucket list.",/gVVMyjGoW7AKG99Eukq0U2ijLIl.jpg,"['IE', ' GB']"
tt14927356,Far from the Tree,short,2021,"['Adventure', 'Animation', 'Comedy']",7,Dans ses pas,FR,7.5,5641,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",/39oaQUS0KxyXL6KYJ2o2u03PpHz.jpg,['US']
tt14825950,Bestia,short,2021,"['Animation', 'History', 'Horror']",16,Bestia,FR,7.0,1993,"Inspired by real events, “Bestia” enters the life of a secret police agent in the military dictatorship in Chile. The relationship with her dog, her body, her fears and frustrations, reveal a macabre fracture in her mind and a country.",/kpPMOPYy8OkOQo6smPR3SRQHfS5.jpg,['CL']
tt11692010,Here We Are: Notes for Living on Planet Earth,short,2020,"['Animation', 'Family', 'Short']",36,Nous sommes là : Notes concernant la vie sur la planète Terre,FR,7.3,1066,"On the eve of Earth Day, a precocious seven-year-old learns about the wonders of the planet from his parents—and a mysterious exhibit at the aptly named Museum of Everything. Based on the best-selling children's book by Oliver Jeffers.",/tZWgclntziFRPQg0u0nI2FU4nYg.jpg,['GB']
tt11353562,The Irishman: In Conversation,short,2019,"['Documentary', 'Short']",23,The Irishman: In Conversation,FR,7.4,1997,"Martin Scorsese, Robert De Niro, Joe Pesci, and Al Pacino in conversation about The Irishman.",/fF704pR8xsNjI7dVi4M4rPUqxvU.jpg,['US']
tt10107022,PD,short,2019,"['Drama', 'Romance', 'Short']",35,PD,FR,7.9,682,"Thomas, a 17-year-old high school student, finds himself attracted to Esteban, another boy from his school. The rumor of Thomas's homosexuality is spreading fast, and he begins to suffer the gaze of others.",/qmduzHXtJICUBVPhqGyE60KMN2T.jpg,['FR']
tt11162992,"Lorena, La de pies ligeros",short,2019,"['Documentary', 'Short', 'Sport']",28,"Lorena, la femme aux pieds légers",FR,7.0,1015,"A young woman of the Tarahumara, well-known for their extraordinary long distance running abilities, wins ultramarathons seemingly out of nowhere despite running in sandals.",/nDEXcwY18WyBnYrSDAmHgjTEqSX.jpg,['MX']
tt11454944,The Physics of Sorrow,short,2019,"['Animation', 'Short']",27,Physique de la tristesse,FR,7.6,531,Tracks an unknown man’s life as he sifts through memories of his youth in Bulgaria through to his increasingly rootless and melancholic adulthood in Canada.,/v8irkoOnbGd00nhSnZVKvwCdq6N.jpg,"['CA', ' FR']"
tt10499942,Mémorable,short,2019,"['Animation', 'Drama', 'Family']",12,Mémorable,FR,8.0,1829,"Recently, Louis, painter, and his wife Michelle experience strange events. The universe around them seems to be changing. Slowly, furniture, objects, people lose their realism. They are breaking apart, sometimes disintegrating.",/eLW86bTGdsSADHgLBZZSpiO95s5.jpg,['FR']
tt8163822,The Neighbors' Window,short,2019,"['Drama', 'Short']",21,La fenêtre d'en face,FR,7.3,6229,The story of a middle-aged woman with small children whose life is shaken up when two free-spirited twenty-somethings move in across the street.,/gZJmwQTaUf5iJzcENxtqPa9uxBg.jpg,['US']
tt7879350,End Game,short,2018,"['Documentary', 'Short']",40,Fin de partie: repenser la vie et la mort,FR,7.2,2153,"Filmed and edited in intimate vérité style, this movie follows visionary medical practitioners who are working on the cutting edge of life and death and are dedicated to changing our thinking about both.",/f6NoGTsmu0t7sTGqvfZ8oraRPwp.jpg,['US']
tt6597824,Madre,short,2017,"['Drama', 'Short', 'Thriller']",19,Madre,FR,7.4,2227,"An everyday conversation between Marta and her mother turns into a tragic race against the clock when Marta receives a phone call from Iván, her six-year-old son, who is on holiday in France with his father.",/gGokZWQnHi69P2frwsIeyWwnvg8.jpg,['ES']
tt6531506,Min börda,short,2017,"['Animation', 'Comedy', 'Drama']",15,The Burden,FR,7.1,697,A shopping center along a large highway is the scene of an apocalyptic musical. Animation with a strong sense of form set to auto-tuned music by Klungan. About liberation through great catastrophy.,/2LBHrcsRms6Nm5VzxDnY7qaqoT7.jpg,['SE']
tt6531506,Min börda,short,2017,"['Animation', 'Comedy', 'Drama']",15,Mon fardeau,FR,7.1,697,A shopping center along a large highway is the scene of an apocalyptic musical. Animation with a strong sense of form set to auto-tuned music by Klungan. About liberation through great catastrophy.,/2LBHrcsRms6Nm5VzxDnY7qaqoT7.jpg,['SE']
tt5465728,Hopptornet,short,2016,"['Documentary', 'Drama', 'Short']",17,Plongeons,FR,7.3,561,"10 Meter Tower is a short film taking place in a swimming pool with 6 cameras aimed at the tallest diving tower. All focus is on the 43 people between 9 and 78 years old. They have one thing in common, this is the first time in their lives they climb up to the platform to make the decision whether to jump or not. The situation itself highlights a dilemma: to weigh the instinctive fear of taking the step out against the humiliation of having to climb down.",/b78qdKxzyw80iIjPn7T7Bp8DWan.jpg,['SE']
tt4268262,Reality+,short,2014,"['Sci-Fi', 'Short']",22,Reality+,FR,7.1,2671,"In the near future, the brain chip 'Reality+' acts on your sensory perceptions and allows you to see yourself with the perfect physique you've always dreamed of. All the people equipped with the chip can see your new appearance and you can see theirs, but the chip can only be activated for 12 hours a day...",/eEgTvi8R2tMWtgnE299zuSP8dOi.jpg,['']
tt4324518,Alles wird gut,short,2015,"['Drama', 'Short', 'Thriller']",30,Tout ira bien,FR,7.4,1448,"A divorced father picks up his eight-year-old daughter Lea. It seems pretty much like every second weekend, but after a while Lea can't help feeling that something isn't right. So begins a fateful journey.",/i4nfHygjuIanhs3QDRDjXyitcia.jpg,"['AT', ' DE']"
tt0078281,The Small One,short,1978,"['Animation', 'Drama', 'Family']",26,Mon petit Âne,FR,7.5,2228,"Ordered by his father to sell his old, small donkey, Small One, a Hebrew boy in ancient Israel takes the donkey to the Jerusalem market. Finding no buyers there, the boy is about to give up when he meets a kind man named Joseph. Joseph buys Small One and uses him to take his pregnant wife Mary to Bethlehem.",/dumrBarjoCd7tSarOYSRLiPFcPC.jpg,['US']
tt0385586,Nekojiru-sô,short,2001,"['Animation', 'Comedy', 'Fantasy']",34,L'herbe du chat Jiru,FR,7.6,6161,"The surreal black comedy follows Nyatta, an anthropomorphic kitten, on his travel to the land of the dead and back in an effort to save his sister's soul.",/cB3YjrMY5IutYsRGf2NG5mAKBMY.jpg,['JP']
tt0079986,Skazka skazok,short,1979,"['Animation', 'Short']",29,Le conte des contes,FR,7.8,4266,"Skazka Skazok (Tale of Tales) is a 27-minute animated short film, considered the masterpiece of influential Russian animator Yuri Norstein. Told in a non-narrative style by free association, the film employs various techniques including puppets, cut-outs, and traditional cell animation. Using classical music and '30s jazz tunes instead of dialogue.",/pSj2AekD8xK4vklV7JTRBNVngrc.jpg,['SU']
tt0073099,Yozhik v tumane,short,1975,"['Animation', 'Drama', 'Family']",11,Le petit hérisson dans la brume,FR,8.1,8371,"A little hedgehog, on the way to visit his friend the bear, gets lost in thick fog, where horses, dogs and even falling leaves take on a terrifying new aspect...",/8h7tFBmvwyrHEQXhDCzQWE1ii8j.jpg,['SU']
tt0061199,Winnie the Pooh and the Honey Tree,short,1966,"['Animation', 'Comedy', 'Family']",25,Winnie l'ourson et l'Arbre à miel,FR,8.0,4869,Christopher Robin's bear attempts to raid a beehive in a tall tree.,/7Y0F2gWQwbEmh0d3TGIAMguIv4S.jpg,['US']
tt0061199,Winnie the Pooh and the Honey Tree,short,1966,"['Animation', 'Comedy', 'Family']",25,Winnie l'ourson,FR,8.0,4869,Christopher Robin's bear attempts to raid a beehive in a tall tree.,/7Y0F2gWQwbEmh0d3TGIAMguIv4S.jpg,['US']
tt0370754,Hoshi no koe,short,2002,"['Animation', 'Drama', 'Romance']",25,The Voices of a Distant Star,FR,7.1,9852,"It is 2046 when a mysterious alien force begins their annihilation of the human race. Leaving behind the one person she loves, Mikako joins the interstellar battle as a pilot. And so - while Mikako risks her life to save mankind - Noboru waits. The two lovers, worlds apart, desperately strive to remain connected as the gap between them widens at a frightening pace.",/mvRqW2z4iBws3CDkCNmojksyr4V.jpg,['JP']
tt0215685,The Crimson Permanent Assurance,short,1983,"['Adventure', 'Comedy', 'Fantasy']",16,L'assurance Crimson,FR,7.8,5457,A group of down-and-out accountants mutiny against their bosses and sail their office building onto the high seas in search of a pirate's life.,/ppR8tvnzZn4QKNO8EPSOzH6YxPe.jpg,['GB']
tt1323520,French Roast,short,2008,"['Animation', 'Comedy', 'Family']",8,French Roast,FR,7.1,3064,"In a fancy Parisian Café, an uptight businessman discovers he forgot to bring his wallet and bides his time by ordering more coffee.",/v5n5VrajQwgE5nqsqjo09SBU7JF.jpg,['FR']
tt0336693,Khaneh siah ast,short,1963,"['Documentary', 'Short']",20,La maison est noire,FR,7.8,5810,"Set in a leper colony in the north of Iran, The House is Black juxtaposes ""ugliness,"" of which there is much in the world as stated in the opening scenes, with religion and gratitude.",/eFIpxjYOMLoN5BBjy4McT7rBKmr.jpg,['IR']
tt0102083,Härlig är jorden,short,1991,"['Comedy', 'Drama', 'Short']",17,Monde de gloire,FR,7.5,3066,The narrative portrays a plain man who guides the viewer through his life in a bleakly stylised world.,/AkmArVfTaXS9SPqOjWe80TY0vCC.jpg,['SE']
